Reaction_ID,Reaction_Name,kcat,kcat_MW
rxn02201_c0_num2,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0",28.6295,5522.68294
rxn08535_c0_num2,Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)_c0,50.3189,2908.273783
rxn08535_c0_num3,Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)_c0,50.3189,3029.31253
rxn08535_c0_num4,Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)_c0,50.3189,5983.552679
rxn05560_c0_num2,D-fructose transport via PEP:Pyr PTS_c0,3.7897,47.87278195
rxn05560_c0_num3,D-fructose transport via PEP:Pyr PTS_c0,19.9547,252.0745711
rxn05560_c0_num4,D-fructose transport via PEP:Pyr PTS_c0,16.162,204.1638921
rxn00799_c0_num2,(S)-malate hydro-lyase (fumarate-forming)_c0,,
rxn00781_c0_num2,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)_c0,7.9613,198.9912414
rxn05226_c0_num2,D-glucose transport via PEP:Pyr PTS_c0,5.2994,152.6681289
rxn05226_c0_num3,D-glucose transport via PEP:Pyr PTS_c0,7.5312,1598.107088
rxn05226_c0_num4,D-glucose transport via PEP:Pyr PTS_c0,302.4636,61233.42812
rxn05226_c0_num5,D-glucose transport via PEP:Pyr PTS_c0,54.1391,9747.603082
rxn05226_c0_num6,D-glucose transport via PEP:Pyr PTS_c0,3.332,1321.304402
rxn05226_c0_num7,D-glucose transport via PEP:Pyr PTS_c0,1.3103,47.14981324
rxn00187_c0_num2,L-Glutamate:ammonia ligase (ADP-forming)_c0,445.7912,32466.56552
rxn00184_c0_num2,L-Glutamate:NADP+ oxidoreductase (deaminating)_c0,3.0471,82.87507184
rxn00184_c0_num3,L-Glutamate:NADP+ oxidoreductase (deaminating)_c0,0.1004,1.095108683
rxn06937_c0_num2,L-glutamate:tRNA(Glu) ligase (AMP-forming)_c0,17.3107,1146.03572
rxn05158_c0_num2,ATP phosphohydrolase (glycerol-3-phosphate-importing)_c0,7.3451,763.3984565
rxn05158_c0_num3,ATP phosphohydrolase (glycerol-3-phosphate-importing)_c0,0.0231,1.697052706
rxn05158_c0_num4,ATP phosphohydrolase (glycerol-3-phosphate-importing)_c0,7.209,508.8302669
rxn00917_c0_num2,Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0,7.1193,227.0350443
rxn01106_c0_num2,"2-Phospho-D-glycerate 2,3-phosphomutase_c0",,
rxn00239_c0_num2,ATP:GMP phosphotransferase_c0,,
rxn00789_c0_reverse_num2,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase_c0,3.2305,501.4358234
rxn02320_c0_num2,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0,85.5196,1955.519088
rxn08762_c0_num2,K(+)-importing ATPase_c0,,
rxn08762_c0_num3,K(+)-importing ATPase_c0,,
rxn02789_c0_num2,2-Isopropylmalate hydro-lyase_c0,,
rxn02789_c0_num3,2-Isopropylmalate hydro-lyase_c0,,
rxn05170_c0_num2,TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_c0,17.7061,316.7253714
rxn05170_c0_num3,TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_c0,4.5297,108.9418237
rxn05610_c0_num2,D-mannose transport via PEP:Pyr PTS_c0,0.0804,7.724831179
rxn05610_c0_num3,D-mannose transport via PEP:Pyr PTS_c0,1.8123,104.7452265
rxn05610_c0_num4,D-mannose transport via PEP:Pyr PTS_c0,12.7096,765.1469038
rxn05610_c0_num5,D-mannose transport via PEP:Pyr PTS_c0,9.9364,1181.563445
rxn05465_c0_num2,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase_c0,6.6196,698.0332697
rxn05219_c0_num2,nonpolar-amino-acid-transporting ATPase_c0,4.0217,128.3700794
rxn00693_c0_num2,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0,3.0152,112.8367641
rxn05617_c0_num2,mannitol transport via PEP:Pyr PTS_c0,17.3107,508.132016
rxn05617_c0_num3,mannitol transport via PEP:Pyr PTS_c0,8.5657,963.1541047
rxn05617_c0_num4,mannitol transport via PEP:Pyr PTS_c0,53.3088,1564.807201
rxn05209_c0_num2,TRANS-RXNBWI-115525.ce.maizeexp.NA+_c0,,
rxn01961_c0_num2,Xanthosine 5'-phosphate phosphohydrolase_c0,,
rxn00831_c0_num2,Inosine 5'-monophosphate phosphohydrolase_c0,,
rxn00708_c0_num2,Uridine 5'-monophosphate phosphohydrolase_c0,,
rxn01218_c0_num2,2'-Deoxycytidine 5'-monophosphate phosphohydrolase_c0,,
rxn00363_c0_num2,Cytidine-5'-monophosphate phosphohydrolase_c0,,
rxn01145_c0_num2,Thymidylate 5'-phosphohydrolase_c0,,
rxn01507_c0_num2,2'-Deoxyadenosine 5'-monophosphate phosphohydrolase_c0,,
rxn01445_c0_num2,2'-Deoxyguanosine 5'-monophosphate phosphohydrolase_c0,,
rxn00913_c0_num2,Guanosine 5'-monophosphate phosphohydrolase_c0,,
rxn00569_c0_reverse_num2,Nitrite reductase (NAD(P)H)_c0,,
rxn01208_c0_reverse_num2,R01652_c0,18.514,1566.316449
rxn01000_c0_num2,prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)_c0,4.5046,95.85394123
rxn00493_c0_num2,L-Phenylalanine:2-oxoglutarate aminotransferase_c0,9.2699,211.9685592
rxn00493_c0_num3,L-Phenylalanine:2-oxoglutarate aminotransferase_c0,1.593,64.19695585
rxn00493_c0_num4,L-Phenylalanine:2-oxoglutarate aminotransferase_c0,13.619,554.2170038
rxn00493_c0_num5,L-Phenylalanine:2-oxoglutarate aminotransferase_c0,2.2358,90.38409481
rxn05145_c0_num2,phosphate-transporting ATPase_c0,,
rxn05145_c0_num3,phosphate-transporting ATPase_c0,,
rxn05145_c0_num4,phosphate-transporting ATPase_c0,,
rxn05145_c0_num5,phosphate-transporting ATPase_c0,,
rxn05163_c0_num2,putrescine transport via ABC system_c0,1.0375,30.48066675
rxn05163_c0_num3,putrescine transport via ABC system_c0,0.37,18.84862815
rxn05163_c0_num4,putrescine transport via ABC system_c0,2.7138,305.2676795
rxn09242_c0_num2,D-sorbitol transport via PEP:Pyr PTS (periplasm)_c0,,
rxn09242_c0_num3,D-sorbitol transport via PEP:Pyr PTS (periplasm)_c0,,
rxn09242_c0_num4,D-sorbitol transport via PEP:Pyr PTS (periplasm)_c0,,
rxn01329_c0_num2,"D-mannose 6-phosphate 1,6-phosphomutase_c0",,
rxn01329_c0_num3,"D-mannose 6-phosphate 1,6-phosphomutase_c0",,
rxn01101_c0_num2,3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0,9.1694,457.9911041
rxn05175_c0_num2,spermidine transport via ABC system_c0,7.0319,790.9985243
rxn05175_c0_num3,spermidine transport via ABC system_c0,33.9992,1731.995347
rxn05175_c0_num4,spermidine transport via ABC system_c0,4.1782,212.8468599
rxn05655_c0_num2,sucrose transport via PEP:Pyr PTS_c0,740.4781,42846.14458
rxn05655_c0_num3,sucrose transport via PEP:Pyr PTS_c0,188.8216,5439.680032
rxn00650_c0_num2,L-cysteinylglycine dipeptidase_c0,1921.1481,179534.2119
rxn00527_c0_num2,L-tyrosine:2-oxoglutarate aminotransferase_c0,22.8301,522.0405186
rxn00527_c0_num3,L-tyrosine:2-oxoglutarate aminotransferase_c0,5.2994,213.5626791
rxn00527_c0_num4,L-tyrosine:2-oxoglutarate aminotransferase_c0,7.5312,306.4776488
rxn00527_c0_num5,L-tyrosine:2-oxoglutarate aminotransferase_c0,6.5951,266.6124625
rxn01219_c0_num2,ATP:dCMP phosphotransferase_c0,,
rxn01219_c0_num3,ATP:dCMP phosphotransferase_c0,,
rxn00364_c0_num2,ATP:CMP phosphotransferase_c0,,
rxn00364_c0_num3,ATP:CMP phosphotransferase_c0,,
rxn01521_c0_num2,2'-Deoxyuridine 5'-monophosphate phosphohydrolase_c0,,
rxn00189_c0_num2,L-Glutamine amidohydrolase_c0,2.6432,40.90902496
rxn00189_c0_num3,L-Glutamine amidohydrolase_c0,3.7031,171.1342346
rxn01268_c0_num2,Prephenate:NAD+ oxidoreductase(decarboxylating)_c0,8.2476,671.9289092
rxn00101_c0_num2,Urea amidohydrolase_c0,13.3223,266.1176389
rxn05150_c0_num2,zinc transport via ABC system_c0,,
rxn05150_c0_num3,zinc transport via ABC system_c0,,
rxn08123_c0_num2,anhydrous-N-Acetylmuramyl-tripeptide amidase_c0,3.1862,28.27279595
rxn08123_c0_num3,anhydrous-N-Acetylmuramyl-tripeptide amidase_c0,7.4026,69.01521275
rxn08124_c0_num2,anhydrous-N-Acetylmuramyl-tetrapeptide amidase_c0,,
rxn08124_c0_num3,anhydrous-N-Acetylmuramyl-tetrapeptide amidase_c0,,
rxn10770_c0_num2,R08557_c0,6.5387,292.9488252
rxn10481_c0_num2,Copper transport via ABC system_c0,,
rxn10481_c0_num3,Copper transport via ABC system_c0,,
rxn10481_c0_num4,Copper transport via ABC system_c0,,
rxn10481_c0_num5,Copper transport via ABC system_c0,,
rxn00745_c0_num2,Phosphoenolpyruvate:glycerone phosphotransferase_c0,5.6982,1025.945978
rxn00745_c0_num3,Phosphoenolpyruvate:glycerone phosphotransferase_c0,2.909,1153.563777
rxn00745_c0_num4,Phosphoenolpyruvate:glycerone phosphotransferase_c0,5.7794,1073.459051
rxn00786_c0_num2,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0",,
rxn01334_c0_num2,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0",,
rxn08715_c0_num2,Mercury (Hg+2) ABC transporter (periplasm)_c0,,
rxn08715_c0_num3,Mercury (Hg+2) ABC transporter (periplasm)_c0,,
rxn08715_c0_num4,Mercury (Hg+2) ABC transporter (periplasm)_c0,,
rxn08715_c0_num5,Mercury (Hg+2) ABC transporter (periplasm)_c0,,
rxn03135_c0_reverse_num2,R04558_c0,5.7794,956.685468
rxn02811_c0_num2,3-Isopropylmalate hydro-lyase_c0,,
rxn02811_c0_num3,3-Isopropylmalate hydro-lyase_c0,,
rxn12633_c0_num2,RXN0-6975.c_c0,3.2062,299.6242665
rxn12639_c0_num2,RXN0-6976.c_c0,0.0229,2.14003983
rxn12640_c0_num2,methionyl aminopeptidase_c0,45.4656,4248.829471
rxn12641_c0_num2,RXN0-6977.c_c0,15.5133,1449.74148
rxn12642_c0_num2,RXN0-6978.c_c0,2.3391,218.5924527
rxn12643_c0_num2,RXN0-6979.c_c0,,
rxn12644_c0_num2,methionyl aminopeptidase_c0,5.2449,490.1438822
rxn12645_c0_num2,methionyl aminopeptidase_c0,,
rxn12646_c0_num2,RXN0-6983.c_c0,1.5671,146.4478785
rxn12635_c0_num2,RXN0-6974.c_c0,,
rxn12638_c0_num2,methionyl aminopeptidase_c0,1.4882,139.0745535
rxn12636_c0_num2,methionyl aminopeptidase_c0,,
rxn00568_c0_reverse_num2,NIRBD-RXN.c_c0,,
rxn00245_c0_num2,"(R,R)-tartrate hydro-lyase (oxaloacetate-forming)_c0",,
rxn00785_c0_num2,D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0,1.3369,155.028081
rxn00295_c0_num2,UDP-N-acetyl-D-glucosamine 4-epimerase_c0,,
rxn03901_c0_num2,undecaprenyl-diphosphate phosphohydrolase_c0,2.4631,299.5151013
rxn03901_c0_num3,undecaprenyl-diphosphate phosphohydrolase_c0,,
rxn01200_c0_num2,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0,9.2302,1070.34198
rxn00719_c0_num2,"5,6-Dihydrouracil:NAD+ oxidoreductase_c0",2.8125,229.8151989
rxn01361_c0_num2,(S)-dihydroorotate:NAD+ oxidoreductase_c0,,
rxn00777_c0_num2,D-ribose-5-phosphate aldose-ketose-isomerase_c0,,
rxn02400_c0_num2,Nicotinate D-ribonucleotide phosphohydrolase_c0,7.7931,844.1178159
rxn06874_c0_num2,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,2.8771,98.93288471
rxn06874_c0_num3,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,7.952,475.010428
rxn06874_c0_num4,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,30.7023,930.2803085
rxn06874_c0_num5,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,6.2153,221.7668142
rxn06874_c0_num6,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,3.0557,184.9701075
rxn06874_c0_num7,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,4.3574,308.9094775
rxn14048_c0_reverse_num2,2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)_c0,4.2577,33.30088775
rxn14048_c0_reverse_num3,2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)_c0,1.268,13.48225158
rxn14048_c0_reverse_num4,2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)_c0,1.8826,26.1656929
rxn11946_c0_num2,R05614_c0,137.7521,779.4426757
rxn03194_c0_num2,(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)_c0,779.3666,21023.14306
rxn06934_c0_num2,Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase_c0,,
rxn06934_c0_num3,Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase_c0,2.7064,100.0882472
rxn12845_c0_num2,Gly-Leu aminopeptidase_c0,0.1956,18.2791175
rxn12846_c0_num2,Gly-Phe aminopeptidase_c0,,
rxn12847_c0_num2,Gly-Try aminopeptidase_c0,0.1941,18.13894022
rxn12844_c0_num2,Gly-Cys aminopeptidase_c0,,
rxn03174_c0_reverse_num2,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase_c0",,
rxn03421_c0_num2,"2,5-Diaminopyrimidine nucleoside triphosphate mutase_c0",,
rxn05144_c0_num2,Pyridoxal 5-phosphate synthase_c0,5.8443,55.64950839
rxn05157_c0_num2,Urea-ABC transport_c0,,
rxn05157_c0_num3,Urea-ABC transport_c0,3.4173,475.8198383
rxn05157_c0_num4,Urea-ABC transport_c0,,
rxn05157_c0_num5,Urea-ABC transport_c0,8.0206,944.7259806
rxn10344_c0_num2,Lead (Pb+2) ABC transporter_c0,,
rxn10344_c0_num3,Lead (Pb+2) ABC transporter_c0,28.2795,1312.390405
rxn10344_c0_num4,Lead (Pb+2) ABC transporter_c0,,
rxn10344_c0_num5,Lead (Pb+2) ABC transporter_c0,4.0024,154.9270409
rxn13782_c0_reverse_num2,Protein biosynthesis_c0,,
rxn13782_c0_reverse_num3,Protein biosynthesis_c0,,
rxn13782_c0_reverse_num4,Protein biosynthesis_c0,,
rxn13783_c0_reverse_num2,DNA replication_c0,,
rxn13783_c0_reverse_num3,DNA replication_c0,,
rxn06865_c0_reverse_num2,,4.609,235.0085576
rxn06865_c0_reverse_num3,,20.6214,4420.14693
rxn06865_c0_reverse_num4,,52.3243,4893.776048
rxn06865_c0_reverse_num5,,0.0653,5.348348241
rxn06865_c0_reverse_num6,,1.6552,77.65949581
rxn06865_c0_reverse_num7,,0.1906,13.99979679
rxn06865_c0_reverse_num8,,6.5472,1171.302673
rxn06865_c0_reverse_num9,,10.4314,2143.067711
rxn06865_c0_reverse_num10,,2.6552,146.7623232
rxn06865_c0_reverse_num11,,7.7734,629.5798538
rxn06865_c0_reverse_num12,,2.5935,94.84946614
rxn06865_c0_reverse_num13,,19.379,1614.003492
rxn06865_c0_reverse_num14,,5.8557,1046.397823
rxn06865_c0_reverse_num15,,2.7085,164.8194724
rxn06865_c0_reverse_num16,,0.1949,3.541231781
rxn06865_c0_reverse_num17,,0.1925,36.03747017
rxn06865_c0_reverse_num18,,2.042,106.5742344
rxn06865_c0_reverse_num19,,6.0223,1299.704926
rxn06865_c0_reverse_num20,,3.5462,127.6064014
rxn06865_c0_reverse_num21,,8.4141,484.8103649
rxn06865_c0_reverse_num22,,29.7768,505.6906759
rxn06865_c0_reverse_num23,,4.0677,821.2563329
rxn06848_c0_reverse_num2,,4.7843,243.9469391
rxn06848_c0_reverse_num3,,21.5642,4622.233817
rxn06848_c0_reverse_num4,,55.0947,5152.885433
rxn06848_c0_reverse_num5,,0.0651,5.331967389
rxn06848_c0_reverse_num6,,1.6006,75.09774589
rxn06848_c0_reverse_num7,,0.2036,14.95466225
rxn06848_c0_reverse_num8,,6.5487,1171.571025
rxn06848_c0_reverse_num9,,10.5153,2160.304456
rxn06848_c0_reverse_num10,,2.7085,149.7084032
rxn06848_c0_reverse_num11,,8.2773,670.3915049
rxn06848_c0_reverse_num12,,2.976,108.8382538
rxn06848_c0_reverse_num13,,19.8431,1652.656623
rxn06848_c0_reverse_num14,,6.2313,1113.516531
rxn06848_c0_reverse_num15,,4.2559,258.982903
rxn06848_c0_reverse_num16,,11.9573,217.2579311
rxn06848_c0_reverse_num17,,0.8497,159.0703294
rxn06848_c0_reverse_num18,,8.9432,466.7554816
rxn06848_c0_reverse_num19,,19.3142,4168.301293
rxn06848_c0_reverse_num20,,46.6841,1679.879872
rxn06848_c0_reverse_num21,,11.163,643.1986907
rxn06848_c0_reverse_num22,,39.6654,673.6258744
rxn06848_c0_reverse_num23,,1.2066,243.6088923
rxn00003_c0_reverse_num2,,8.25,259.1575185
rxn00003_c0_reverse_num3,,33.7595,6445.212204
rxn08018_c0_num2,,,
rxn13645_c0_num2,,,
rxn13299_c0_num2,,,
rxn08016_c0_num2,,,
rxn00379_c0_num2,,,
rxn00379_c0_num3,,,
rxn05039_c0_num2,,,
rxn05039_c0_num3,,,
rxn05039_c0_num4,,,
rxn05039_c0_num5,,,
rxn05039_c0_num6,,5.1041,164.6642692
rxn05039_c0_num7,,2.5012,146.2998396
rxn05039_c0_num8,,2.5012,179.6624555
rxn05039_c0_num9,,6.3588,443.9941892
rxn05039_c0_num10,,4.0253,551.9795293
rxn05039_c0_num11,,1.8915,85.80145947
rxn00171_c0_reverse_num2,,31.0631,484.0999666
rxn00800_c0_reverse_num2,,0.0945,6.345128149
rxn08073_c0_reverse_num2,,328.153,2911.870821
rxn08073_c0_reverse_num3,,180.3927,1681.819978
rxn08076_c0_reverse_num2,,97.7755,867.6124412
rxn08076_c0_reverse_num3,,16.8206,156.8202101
rxn12634_c0_reverse_num2,,5.8892,550.3546972
rxn12637_c0_reverse_num2,,0.6543,61.14533016
rxn00260_c0_reverse_num2,,104.5421,663.5438078
rxn00260_c0_reverse_num3,,104.5421,4687.216811
rxn05518_c0_reverse_num2,,140.2353,20371.62843
rxn05518_c0_reverse_num3,,20.1317,733.64413
rxn02200_c0_reverse_num2,,3.6232,698.9219103
rxn08535_c0_reverse_num2,,5.9242,342.4000832
rxn08535_c0_reverse_num3,,0.5651,34.02030869
rxn08535_c0_reverse_num4,,18.3478,2181.785131
rxn05560_c0_reverse_num2,,34.1938,431.9477351
rxn05560_c0_reverse_num3,,36.1876,457.1340962
rxn05560_c0_reverse_num4,,16.8206,212.4835518
rxn00799_c0_reverse_num2,,5.8892,352.2592952
rxn00781_c0_reverse_num2,,5.13,128.2234143
rxn00184_c0_reverse_num2,,0.6543,17.79566129
rxn00184_c0_reverse_num3,,,
rxn01106_c0_reverse_num2,,,
rxn00239_c0_reverse_num2,,,
rxn02320_c0_reverse_num2,,11.9631,273.5521495
rxn02789_c0_reverse_num2,,2.2742,131.7934709
rxn02789_c0_reverse_num3,,7.6656,1566.906562
rxn05610_c0_reverse_num2,,6.0086,577.3062267
rxn05610_c0_reverse_num3,,13.7054,792.1289119
rxn05610_c0_reverse_num4,,11.2154,675.1926563
rxn05610_c0_reverse_num5,,37.6255,4474.147116
rxn05465_c0_reverse_num2,,8.2268,867.5116477
rxn00693_c0_reverse_num2,,15.5376,581.458114
rxn05617_c0_reverse_num2,,1.2496,36.68030566
rxn05617_c0_reverse_num3,,3.7627,423.0897591
rxn05617_c0_reverse_num4,,2.5012,73.4193186
rxn05209_c0_reverse_num2,,,
rxn00493_c0_reverse_num2,,8.0703,184.538114
rxn00493_c0_reverse_num3,,25.5539,1029.807025
rxn00493_c0_reverse_num4,,3.4123,138.8614936
rxn00493_c0_reverse_num5,,8.8573,358.0637995
rxn09242_c0_reverse_num2,,,
rxn09242_c0_reverse_num3,,,
rxn09242_c0_reverse_num4,,,
rxn01329_c0_reverse_num2,,,
rxn01329_c0_reverse_num3,,,
rxn01101_c0_reverse_num2,,3.5524,177.4344666
rxn05655_c0_reverse_num2,,15.7637,912.1319987
rxn05655_c0_reverse_num3,,1.2496,35.99918743
rxn00650_c0_reverse_num2,,29.8347,2788.098092
rxn00527_c0_reverse_num2,,34.1938,781.886592
rxn00527_c0_reverse_num3,,34.1938,1377.989874
rxn00527_c0_reverse_num4,,6.3588,258.7675368
rxn00527_c0_reverse_num5,,8.0176,324.118221
rxn01219_c0_reverse_num2,,,
rxn01219_c0_reverse_num3,,,
rxn00364_c0_reverse_num2,,,
rxn00364_c0_reverse_num3,,,
rxn08123_c0_reverse_num2,,5.1006,45.26025454
rxn08123_c0_reverse_num3,,5.1006,47.55342638
rxn08124_c0_reverse_num2,,5.1006,45.26025454
rxn08124_c0_reverse_num3,,3.5898,33.46808023
rxn10770_c0_reverse_num2,,4.0079,179.5631542
rxn00745_c0_reverse_num2,,8.0176,1443.54787
rxn00745_c0_reverse_num3,,6.5962,2615.722718
rxn00745_c0_reverse_num4,,6.5962,1225.170535
rxn00786_c0_reverse_num2,,3.3705,370.4303301
rxn01334_c0_reverse_num2,,3.7128,408.0503574
rxn02811_c0_reverse_num2,,5.0871,294.8054551
rxn02811_c0_reverse_num3,,2.984,609.9521474
rxn12633_c0_reverse_num2,,2.474,231.1990628
rxn12639_c0_reverse_num2,,11.4486,1069.889083
rxn12640_c0_reverse_num2,,3.0306,283.2141794
rxn12641_c0_reverse_num2,,2.5012,233.7409442
rxn12642_c0_reverse_num2,,3.5555,332.2668827
rxn12644_c0_reverse_num2,,10.1163,945.3836214
rxn12645_c0_reverse_num2,,7.8923,737.5474388
rxn12646_c0_reverse_num2,,1.5261,142.6163661
rxn12635_c0_reverse_num2,,54.0023,5046.59707
rxn12636_c0_reverse_num2,,,
rxn00785_c0_reverse_num2,,,
rxn01200_c0_reverse_num2,,,
rxn00719_c0_reverse_num2,,,
rxn01361_c0_reverse_num2,,,
rxn00777_c0_reverse_num2,,,
rxn03194_c0_reverse_num2,,,
rxn06934_c0_reverse_num2,,,
rxn06934_c0_reverse_num3,,,
rxn12845_c0_reverse_num2,,,
rxn12846_c0_reverse_num2,,,
rxn12847_c0_reverse_num2,,,
rxn12844_c0_reverse_num2,,,
rxn03421_c0_reverse_num2,,,
rxn08018_c0_reverse_num2,,,
rxn00379_c0_reverse_num2,,,
rxn00379_c0_reverse_num3,,,
